raceId,driverId,constructorId,circuitId,year,round,grid,driver_age,lat,lng,alt,quali_position,quali_session_reached,q1_seconds,q2_seconds,q3_seconds,best_quali_time,gap_to_pole_pct,driver_champ_pos_before,driver_points_before,driver_wins_before,driver_rolling_pos_5,constructor_champ_pos_before,constructor_points_before,constructor_wins_before,driver_avg_pace_circuit,driver_circuit_appearances,driver_lap_consistency,team_avg_pitstop_ms,driver_avg_stops_circuit,temp_c,humidity_pct,precip_mm,windspeed_kmh,weathercode,weather_label,is_rain,is_heavy_rain,nationality_driver,nationality_constructor,country,location,driverId_target_enc_cv,constructorId_target_enc_cv,circuitId_target_enc_cv,positionOrder
18,13,6,1,2008,1,4,26.9,-37.8497,144.968,10,4.0,3.0,85.994,85.691,87.178,85.691,0.5916,13.0,4.0,0.0,6.8,1.0,204.0,9.0,89.722,3,4.343,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,8,14,1,39,9.058,8.378,11.378,13
18,14,9,1,2008,1,8,37.0,-37.8497,144.968,10,8.0,3.0,86.381,86.063,89.041,86.063,1.0283,13.0,4.0,0.0,12.6,6.0,10.0,0.0,94.041,12,5.654,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,9,2,1,39,9.401,7.223,11.253,14
18,15,7,1,2008,1,6,33.7,-37.8497,144.968,10,6.0,3.0,86.42699999999999,86.101,88.527,86.101,1.0729,13.0,4.0,0.0,11.2,6.0,10.0,0.0,95.442,10,6.811,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,25,15,1,39,12.268,11.347,11.042,15
18,16,10,1,2008,1,22,25.2,-37.8497,144.968,10,19.0,1.0,87.85900000000001,-1.0,-1.0,87.85900000000001,3.1366,13.0,4.0,0.0,15.4,6.0,10.0,0.0,92.927,1,6.252,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,20,12,1,39,14.914,11.706,11.042,16
18,17,9,1,2008,1,14,31.6,-37.8497,144.968,10,15.0,1.0,86.914,-1.0,-1.0,86.914,2.0273,13.0,4.0,0.0,13.2,6.0,10.0,0.0,92.761,2,5.678,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,5,2,1,39,9.483,7.223,11.253,17
18,18,11,1,2008,1,12,28.2,-37.8497,144.968,10,13.0,2.0,86.712,86.259,-1.0,86.259,1.2584,13.0,4.0,0.0,12.2,6.0,10.0,0.0,92.761,2,5.678,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,9,15,1,39,9.806,11.355,11.249,18
18,19,8,1,2008,1,21,28.9,-37.8497,144.968,10,22.0,1.0,89.059,-1.0,-1.0,89.059,4.5453,13.0,4.0,0.0,16.6,6.0,10.0,0.0,92.761,2,5.678,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,9,15,1,39,16.167,16.286,11.378,19
18,20,5,1,2008,1,9,20.7,-37.8497,144.968,10,10.0,2.0,86.702,85.842,-1.0,85.842,0.7689,13.0,4.0,0.0,16.0,7.0,8.0,0.0,92.761,2,5.678,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,20,14,1,39,7.004,13.543,11.288,20
18,21,10,1,2008,1,16,35.2,-37.8497,144.968,10,17.0,1.0,87.207,-1.0,-1.0,87.207,2.3713,13.0,4.0,0.0,14.4,6.0,10.0,0.0,92.761,2,5.678,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,25,12,1,39,10.923,11.706,11.042,21
18,22,11,1,2008,1,10,35.8,-37.8497,144.968,10,11.0,2.0,86.369,86.173,-1.0,86.173,1.1575,13.0,4.0,0.0,12.8,6.0,10.0,0.0,94.125,10,5.814,39320.350000000006,2.0,37.1,18,0.0,17.9,1,0,0,0,8,15,1,39,10.235,11.648,11.378,22
19,8,6,2,2008,2,2,28.4,2.76083,101.738,18,2.0,3.0,95.64500000000001,94.188,96.22999999999999,94.188,0.0,8.0,1.0,0.0,2.8,6.0,1.0,0.0,99.389,5,4.586,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,18,14,16,30,8.514,8.344,11.498,1
19,9,2,2,2008,2,4,23.3,2.76083,101.738,18,6.0,3.0,95.794,94.811,96.727,94.811,0.6614,6.0,39.0,0.0,9.6,3.0,8.0,0.0,101.805,1,6.24,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,32,10,16,30,10.269,9.183,11.498,2
19,5,1,2,2008,2,8,26.4,2.76083,101.738,18,3.0,3.0,95.227,94.759,96.613,94.759,0.6062,5.0,4.0,0.0,8.2,1.0,14.0,1.0,100.124,1,4.49,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,18,5,16,30,13.64,9.539,11.229,3
19,15,7,2,2008,2,3,33.7,2.76083,101.738,18,5.0,3.0,95.205,94.96000000000001,96.711,94.96000000000001,0.8196,13.0,8.0,0.0,12.0,6.0,13.0,0.0,102.916,8,6.385,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,25,15,16,30,12.461,11.401,11.229,4
19,1,1,2,2008,2,9,23.2,2.76083,101.738,18,4.0,3.0,95.392,94.62700000000001,96.709,94.62700000000001,0.4661,1.0,10.0,1.0,6.4,1.0,14.0,1.0,99.152,1,4.403,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,9,5,16,30,4.673,9.464,11.498,5
19,2,2,2,2008,2,5,30.9,2.76083,101.738,18,7.0,3.0,95.729,94.648,96.753,94.648,0.4884,2.0,8.0,0.0,6.8,3.0,8.0,0.0,101.979,7,5.702,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,20,10,16,30,10.703,9.183,11.498,6
19,17,9,2,2008,2,6,31.6,2.76083,101.738,18,8.0,3.0,95.44,94.967,97.009,94.967,0.8271,12.0,10.0,0.0,14.8,5.0,24.0,0.0,101.489,6,6.032,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,5,2,16,30,9.712,7.295,11.67,7
19,4,4,2,2008,2,7,26.7,2.76083,101.738,18,9.0,3.0,95.983,95.14,98.45,95.14,1.0107,4.0,5.0,0.0,6.6,4.0,5.0,0.0,102.024,6,5.771,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,37,9,16,30,8.419,11.024,11.21,8
19,14,9,2,2008,2,12,37.0,2.76083,101.738,18,12.0,2.0,96.05799999999999,95.408,-1.0,95.408,1.2953,10.0,14.0,0.0,11.0,5.0,24.0,0.0,102.557,9,5.175,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,9,2,16,30,9.314,7.287,11.21,9
19,18,11,2,2008,2,11,28.2,2.76083,101.738,18,11.0,2.0,95.84700000000001,95.208,-1.0,95.208,1.0829,15.0,6.0,0.0,14.2,8.0,6.0,0.0,102.751,8,5.642,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,9,15,16,30,9.73,11.568,11.312,10
19,12,4,2,2008,2,13,22.7,2.76083,101.738,18,13.0,2.0,96.074,95.562,-1.0,95.562,1.4588,13.0,4.0,0.0,12.0,4.0,5.0,0.0,92.761,0,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,8,9,16,30,13.522,11.177,11.67,11
19,21,10,2,2008,2,17,35.2,2.76083,101.738,18,17.0,1.0,96.24000000000001,-1.0,-1.0,96.24000000000001,2.1786,8.0,21.0,0.0,16.2,6.0,10.0,0.0,103.616,8,5.971,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,25,12,16,30,10.923,11.706,11.498,12
19,22,11,2,2008,2,14,35.8,2.76083,101.738,18,14.0,2.0,96.19800000000001,95.622,-1.0,95.622,1.5225,20.0,0.0,0.0,15.2,8.0,6.0,0.0,101.997,9,5.826,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,8,15,16,30,10.188,11.355,11.21,13
19,3,3,2,2008,2,16,22.7,2.76083,101.738,18,16.0,2.0,95.843,95.67,-1.0,95.67,1.5734,3.0,6.0,0.0,9.4,2.0,9.0,0.0,99.787,2,4.903,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,20,5,16,30,7.701,10.88,11.21,14
19,19,8,2,2008,2,21,28.9,2.76083,101.738,18,22.0,1.0,97.481,-1.0,-1.0,97.481,3.4962,23.0,0.0,0.0,17.6,9.0,4.0,0.0,104.581,2,6.652,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,9,15,16,30,16.111,15.855,11.498,15
19,11,8,2,2008,2,19,31.1,2.76083,101.738,18,20.0,1.0,97.087,-1.0,-1.0,97.087,3.0779,17.0,4.0,0.0,13.4,9.0,4.0,0.0,102.145,4,5.979,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,26,15,16,30,13.625,16.286,11.67,16
19,6,3,2,2008,2,22,23.2,2.76083,101.738,18,18.0,1.0,96.388,-1.0,-1.0,96.388,2.3358,6.0,3.0,0.0,8.0,2.0,9.0,0.0,92.761,0,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,26,5,16,30,13.077,11.202,11.498,17
19,20,5,2,2008,2,15,20.7,2.76083,101.738,18,15.0,2.0,96.11099999999999,95.648,-1.0,95.648,1.5501,13.0,4.0,0.0,16.4,5.0,2.0,0.0,92.761,0,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,20,14,16,30,7.193,13.572,11.498,18
19,13,6,2,2008,2,1,26.9,2.76083,101.738,18,1.0,3.0,95.34700000000001,94.412,95.74799999999999,94.412,0.2378,13.0,4.0,0.0,5.2,6.0,1.0,0.0,100.262,5,4.846,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,8,14,16,30,8.961,8.258,11.229,19
19,16,10,2,2008,2,20,25.2,2.76083,101.738,18,21.0,1.0,97.101,-1.0,-1.0,97.101,3.0928,13.0,4.0,0.0,14.8,6.0,10.0,0.0,92.761,0,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,20,12,16,30,14.465,11.531,11.312,20
19,10,7,2,2008,2,10,26.0,2.76083,101.738,18,10.0,3.0,95.89099999999999,95.0,99.656,95.0,0.8621,13.0,4.0,0.0,12.4,6.0,13.0,0.0,92.761,2,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,20,15,16,30,14.905,11.442,11.312,21
19,7,5,2,2008,2,18,29.1,2.76083,101.738,18,19.0,1.0,96.67699999999999,-1.0,-1.0,96.67699999999999,2.6426,7.0,2.0,0.0,7.0,5.0,2.0,0.0,92.761,2,5.678,39320.350000000006,2.0,28.7,77,0.1,6.3,51,1,1,0,19,14,16,30,13.5,13.572,11.498,22
20,13,6,3,2008,3,2,26.9,26.0325,50.5106,7,2.0,3.0,91.937,91.188,93.12299999999999,91.188,0.0,4.0,94.0,3.0,8.6,3.0,11.0,1.0,95.506,4,4.929,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,8,14,4,62,8.808,8.235,10.804,1
20,8,6,3,2008,3,4,28.5,26.0325,50.5106,7,4.0,3.0,92.652,91.93299999999999,93.418,91.93299999999999,0.817,2.0,11.0,1.0,2.8,3.0,11.0,1.0,95.643,4,5.197,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,18,14,4,62,8.893,8.378,11.109,2
20,9,2,3,2008,3,1,23.3,26.0325,50.5106,7,1.0,3.0,92.893,91.745,93.096,91.745,0.6108,5.0,8.0,0.0,8.2,2.0,19.0,0.0,98.062,1,8.411,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,32,10,4,62,11.025,8.966,10.804,3
20,2,2,3,2008,3,6,30.9,26.0325,50.5106,7,6.0,3.0,93.137,91.90899999999999,93.737,91.90899999999999,0.7907,3.0,11.0,0.0,7.0,2.0,19.0,0.0,96.178,4,5.191,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,20,10,4,62,10.817,8.695,11.025,4
20,5,1,3,2008,3,5,26.5,26.0325,50.5106,7,5.0,3.0,93.057,91.718,93.488,91.718,0.5812,4.0,10.0,0.0,7.2,1.0,24.0,1.0,98.828,1,8.28,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,18,5,4,62,13.573,9.591,11.109,5
20,15,7,3,2008,3,7,33.7,26.0325,50.5106,7,7.0,3.0,92.493,92.15899999999999,93.994,92.15899999999999,1.0648,8.0,5.0,0.0,10.6,6.0,5.0,0.0,96.027,4,5.657,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,25,15,4,62,12.168,11.442,11.025,6
20,17,9,3,2008,3,11,31.6,26.0325,50.5106,7,11.0,2.0,93.194,92.37100000000001,-1.0,92.37100000000001,1.2973,11.0,2.0,0.0,14.8,7.0,2.0,0.0,96.336,4,6.188,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,5,2,4,62,9.794,7.379,11.025,7
20,3,3,3,2008,3,8,22.8,26.0325,50.5106,7,8.0,3.0,92.90299999999999,92.185,94.015,92.185,1.0933,6.0,6.0,0.0,11.0,4.0,9.0,0.0,97.23,2,7.668,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,20,5,4,62,8.478,11.202,11.009,8
20,10,7,3,2008,3,13,26.1,26.0325,50.5106,7,13.0,2.0,92.8,92.52799999999999,-1.0,92.52799999999999,1.4695,19.0,2.0,0.0,15.2,6.0,5.0,0.0,92.761,0,5.678,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,20,15,4,62,15.338,11.668,10.804,9
20,4,4,3,2008,3,10,26.7,26.0325,50.5106,7,10.0,3.0,92.947,92.345,95.11500000000001,92.345,1.2688,7.0,6.0,0.0,7.6,5.0,6.0,0.0,94.831,4,5.165,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,37,9,4,62,8.606,11.145,11.132,10
20,22,11,3,2008,3,12,35.9,26.0325,50.5106,7,12.0,2.0,92.944,92.50800000000001,-1.0,92.50800000000001,1.4476,16.0,0.0,0.0,15.2,9.0,0.0,0.0,96.561,4,5.79,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,8,15,4,62,10.188,11.355,10.804,11
20,21,10,3,2008,3,18,35.2,26.0325,50.5106,7,18.0,1.0,93.501,-1.0,-1.0,93.501,2.5365,15.0,0.0,0.0,14.2,10.0,0.0,0.0,98.618,4,6.606,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,25,12,4,62,11.138,11.654,11.132,12
20,1,1,3,2008,3,3,23.2,26.0325,50.5106,7,3.0,3.0,92.75,91.922,93.292,91.922,0.8049,1.0,14.0,1.0,6.6,1.0,24.0,1.0,96.385,1,5.448,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,9,5,4,62,4.673,9.464,11.009,13
20,6,3,3,2008,3,16,23.2,26.0325,50.5106,7,16.0,2.0,93.386,92.943,-1.0,92.943,1.9246,9.0,3.0,0.0,11.0,4.0,9.0,0.0,92.761,0,5.678,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,26,5,4,62,13.444,10.88,10.804,14
20,7,5,3,2008,3,15,29.1,26.0325,50.5106,7,15.0,2.0,93.41499999999999,92.91499999999999,-1.0,92.91499999999999,1.8939,10.0,2.0,0.0,14.5,8.0,2.0,0.0,92.761,0,5.678,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,19,14,4,62,14.609,13.499,11.109,15
20,19,8,3,2008,3,21,29.0,26.0325,50.5106,7,21.0,1.0,94.14,-1.0,-1.0,94.14,3.2373,17.0,0.0,0.0,17.4,11.0,0.0,0.0,99.467,1,8.916,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,9,15,4,62,16.35,16.281,11.025,16
20,11,8,3,2008,3,22,31.2,26.0325,50.5106,7,22.0,1.0,95.725,-1.0,-1.0,95.725,4.9754,18.0,0.0,0.0,13.6,11.0,0.0,0.0,98.163,4,7.988,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,26,15,4,62,13.681,16.141,11.132,17
20,14,9,3,2008,3,17,37.0,26.0325,50.5106,7,17.0,1.0,93.43299999999999,-1.0,-1.0,93.43299999999999,2.4619,12.0,0.0,0.0,8.8,7.0,2.0,0.0,96.521,4,5.922,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,9,2,4,62,9.675,7.554,11.009,18
20,16,10,3,2008,3,20,25.2,26.0325,50.5106,7,20.0,1.0,93.845,-1.0,-1.0,93.845,2.9138,19.0,1.0,0.0,16.0,10.0,0.0,0.0,100.341,1,8.147,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,20,12,4,62,14.465,11.531,11.025,19
20,12,4,3,2008,3,14,22.7,26.0325,50.5106,7,14.0,2.0,92.975,92.78999999999999,-1.0,92.78999999999999,1.7568,14.0,0.0,0.0,11.5,5.0,6.0,0.0,92.761,0,5.678,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,8,9,4,62,12.3,11.088,11.009,20
20,18,11,3,2008,3,9,28.2,26.0325,50.5106,7,9.0,3.0,92.793,92.362,95.057,92.362,1.2875,13.0,0.0,0.0,12.6,9.0,0.0,0.0,94.55,3,4.608,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,9,15,4,62,9.238,11.093,11.009,21
20,20,5,3,2008,3,19,20.8,26.0325,50.5106,7,19.0,1.0,93.562,-1.0,-1.0,93.562,2.6034,13.0,4.0,0.0,15.8,8.0,2.0,0.0,92.761,2,5.678,39320.350000000006,2.0,24.7,57,0.0,20.8,0,0,0,0,20,14,4,62,6.788,13.499,11.109,22
21,8,6,4,2008,4,1,28.5,41.57,2.26111,109,1.0,3.0,80.701,80.78399999999999,81.813,80.701,0.1452,1.0,19.0,1.0,2.6,2.0,29.0,2.0,83.239,6,5.07,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,18,14,27,44,8.893,8.378,12.059,1
21,13,6,4,2008,4,3,27.0,41.57,2.26111,109,3.0,3.0,81.52799999999999,80.584,82.05799999999999,80.584,0.0,6.0,10.0,1.0,7.6,2.0,29.0,2.0,81.786,5,4.172,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,8,14,27,44,8.961,8.258,12.027,2
21,1,1,4,2008,4,5,23.3,41.57,2.26111,109,5.0,3.0,81.366,80.825,82.096,80.825,0.2991,3.0,14.0,1.0,9.0,3.0,28.0,1.0,84.662,1,4.052,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,9,5,27,44,4.673,9.464,11.537,3
21,9,2,4,2008,4,4,23.4,41.57,2.26111,109,4.0,3.0,81.423,80.59700000000001,82.065,80.59700000000001,0.0161,4.0,14.0,0.0,7.4,1.0,30.0,0.0,85.044,1,4.155,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,32,10,27,44,11.025,8.966,11.976,4
21,17,9,4,2008,4,7,31.7,41.57,2.26111,109,7.0,3.0,81.494,80.98400000000001,82.429,80.98400000000001,0.4964,10.0,4.0,0.0,12.2,7.0,4.0,0.0,83.074,5,5.059,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,5,2,27,44,10.341,7.554,11.537,5
21,18,11,4,2008,4,13,28.3,41.57,2.26111,109,13.0,2.0,81.757,81.211,-1.0,81.211,0.7781,15.0,0.0,0.0,14.6,9.0,0.0,0.0,84.927,7,5.237,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,9,15,27,44,9.946,11.648,12.059,6
21,6,3,4,2008,4,12,23.3,41.57,2.26111,109,12.0,2.0,81.69,81.117,-1.0,81.117,0.6614,11.0,3.0,0.0,11.75,4.0,10.0,0.0,92.761,0,5.678,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,26,5,27,44,13.467,11.166,11.859,7
21,15,7,4,2008,4,8,33.8,41.57,2.26111,109,8.0,3.0,81.158,80.907,82.529,80.907,0.4008,7.0,8.0,0.0,9.2,5.0,8.0,0.0,85.27,10,4.267,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,25,15,27,44,12.412,11.389,12.059,8
21,2,2,4,2008,4,9,31.0,41.57,2.26111,109,9.0,3.0,81.46600000000001,80.815,82.542,80.815,0.2867,2.0,16.0,0.0,5.0,1.0,30.0,0.0,84.208,8,4.67,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,20,10,27,44,10.899,8.982,12.059,9
21,21,10,4,2008,4,19,35.3,41.57,2.26111,109,19.0,1.0,82.51599999999999,-1.0,-1.0,82.51599999999999,2.3975,18.0,0.0,0.0,15.6,10.0,0.0,0.0,85.467,11,4.865,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,25,12,27,44,11.1,11.606,11.976,10
21,10,7,4,2008,4,14,26.1,41.57,2.26111,109,14.0,2.0,81.42699999999999,81.23,-1.0,81.23,0.8016,14.0,0.0,0.0,14.0,5.0,8.0,0.0,92.761,0,5.678,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,20,15,27,44,15.64,11.347,11.537,11
21,14,9,4,2008,4,17,37.1,41.57,2.26111,109,17.0,1.0,81.81,-1.0,-1.0,81.81,1.5214,13.0,0.0,0.0,11.6,7.0,4.0,0.0,84.372,11,4.655,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,9,2,27,44,9.401,7.223,12.027,12
21,11,8,4,2008,4,22,31.2,41.57,2.26111,109,22.0,1.0,83.496,-1.0,-1.0,83.496,3.6136,20.0,0.0,0.0,14.0,11.0,0.0,0.0,83.921,4,4.298,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,26,15,27,44,13.625,16.286,12.059,13
21,3,3,4,2008,4,15,22.8,41.57,2.26111,109,15.0,2.0,81.47200000000001,81.349,-1.0,81.349,0.9493,8.0,7.0,0.0,9.0,4.0,10.0,0.0,82.935,2,4.224,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,20,5,27,44,8.478,11.202,11.537,14
21,4,4,4,2008,4,2,26.7,41.57,2.26111,109,2.0,3.0,81.34700000000001,80.804,81.904,80.804,0.273,9.0,6.0,0.0,5.4,6.0,6.0,0.0,81.92,6,4.276,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,37,9,27,44,8.59,11.177,12.059,15
21,22,11,4,2008,4,11,35.9,41.57,2.26111,109,11.0,2.0,81.548,81.049,-1.0,81.049,0.577,16.0,0.0,0.0,15.4,9.0,0.0,0.0,86.905,11,4.433,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,8,15,27,44,10.43,11.093,11.537,16
21,5,1,4,2008,4,6,26.5,41.57,2.26111,109,6.0,3.0,81.43,80.81700000000001,82.231,80.81700000000001,0.2891,5.0,14.0,0.0,7.8,3.0,28.0,1.0,85.513,1,5.153,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,18,5,27,44,13.64,9.539,12.027,17
21,19,8,4,2008,4,21,29.0,41.57,2.26111,109,21.0,1.0,83.318,-1.0,-1.0,83.318,3.3927,19.0,0.0,0.0,17.2,11.0,0.0,0.0,86.517,1,4.595,39320.350000000006,2.0,20.0,44,0.0,12.6,2,0,0,0,9,15,27,44,16.19,15.97,11.976,18
